num_passengers,trip_type,purchase_lead,length_of_stay,departure_time,flight_day,flight_duration,long_haul,extra_bags,in_flight_meals,preferred_seats
4,RoundTrip,33,6,3:00,Sun,6.62,"short to medium haul",yes,no,no
2,RoundTrip,113,6,18:00,Mon,6.62,"short to medium haul",no,no,no
2,RoundTrip,180,6,12:00,Thu,6.62,"short to medium haul",no,no,no
1,RoundTrip,80,6,23:00,Fri,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,40,6,14:00,Mon,6.62,"short to medium haul",no,yes,yes
2,RoundTrip,51,6,14:00,Tue,6.62,"short to medium haul",yes,no,no
2,RoundTrip,259,6,1:00,Sun,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,68,6,14:00,Mon,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,110,6,10:00,Tue,6.62,"short to medium haul",no,no,no
2,RoundTrip,206,6,0:00,Sun,6.62,"short to medium haul",no,no,no
1,RoundTrip,78,6,15:00,Sun,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,36,6,13:00,Mon,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,123,6,14:00,Tue,6.62,"short to medium haul",no,no,no
2,RoundTrip,76,6,12:00,Mon,6.62,"short to medium haul",yes,no,no
1,RoundTrip,53,6,13:00,Tue,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,229,6,13:00,Mon,6.62,"short to medium haul",no,no,no
2,RoundTrip,72,6,4:00,Fri,6.62,"short to medium haul",no,yes,no
1,RoundTrip,198,6,14:00,Wed,6.62,"short to medium haul",no,yes,yes
3,RoundTrip,21,6,12:00,Mon,6.62,"short to medium haul",yes,yes,yes
4,RoundTrip,16,6,1:00,Tue,6.62,"short to medium haul",yes,no,yes
4,RoundTrip,59,6,13:00,Wed,6.62,"short to medium haul",yes,yes,no
2,RoundTrip,10,6,13:00,Sat,6.62,"short to medium haul",no,no,yes
2,RoundTrip,10,6,13:00,Wed,6.62,"short to medium haul",yes,yes,yes
3,RoundTrip,158,6,9:00,Sun,6.62,"short to medium haul",yes,no,no
1,RoundTrip,33,6,18:00,Thu,6.62,"short to medium haul",no,no,no
4,RoundTrip,180,6,13:00,Sun,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,74,6,11:00,Sat,6.62,"short to medium haul",no,no,no
1,RoundTrip,82,6,13:00,Sun,6.62,"short to medium haul",no,no,yes
2,RoundTrip,254,6,5:00,Fri,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,6,6,8:00,Wed,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,101,6,7:00,Wed,7.42,"short to medium haul",no,no,no
1,RoundTrip,83,6,6:00,Tue,7.42,"short to medium haul",no,no,yes
1,RoundTrip,123,6,3:00,Tue,7.42,"short to medium haul",yes,no,no
1,RoundTrip,97,6,11:00,Tue,6.62,"short to medium haul",no,yes,no
1,RoundTrip,5,6,8:00,Mon,6.62,"short to medium haul",no,no,no
2,RoundTrip,377,6,10:00,Thu,6.62,"short to medium haul",yes,yes,yes
3,RoundTrip,67,6,14:00,Sat,6.62,"short to medium haul",yes,yes,no
2,RoundTrip,390,6,15:00,Tue,6.62,"short to medium haul",yes,no,no
1,RoundTrip,1,6,1:00,Fri,6.62,"short to medium haul",no,no,no
2,RoundTrip,175,6,14:00,Sat,6.62,"short to medium haul",yes,no,no
2,RoundTrip,143,6,9:00,Sat,6.62,"short to medium haul",no,no,yes
1,RoundTrip,53,6,9:00,Wed,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,9,6,13:00,Wed,6.62,"short to medium haul",yes,no,yes
2,RoundTrip,143,6,8:00,Sat,6.62,"short to medium haul",no,no,no
2,RoundTrip,204,6,10:00,Mon,6.62,"short to medium haul",yes,no,no
4,RoundTrip,55,6,14:00,Sun,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,177,6,9:00,Mon,6.62,"short to medium haul",yes,no,yes
2,RoundTrip,94,6,10:00,Thu,6.62,"short to medium haul",no,no,no
2,RoundTrip,208,6,12:00,Thu,6.62,"short to medium haul",yes,no,no
1,RoundTrip,24,6,3:00,Sat,6.62,"short to medium haul",yes,no,no
1,RoundTrip,56,6,13:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,123,6,23:00,Wed,8.83,"long haul",no,no,no
2,RoundTrip,26,6,10:00,Fri,8.83,"long haul",yes,yes,yes
2,RoundTrip,47,6,13:00,Mon,8.83,"long haul",no,no,no
2,RoundTrip,32,6,6:00,Thu,8.83,"long haul",yes,yes,yes
2,RoundTrip,121,6,3:00,Sat,8.83,"long haul",yes,yes,yes
1,RoundTrip,29,6,12:00,Sat,8.83,"long haul",no,yes,no
3,RoundTrip,13,6,3:00,Fri,8.83,"long haul",yes,yes,yes
1,RoundTrip,30,6,12:00,Thu,8.83,"long haul",yes,yes,no
1,RoundTrip,129,6,13:00,Mon,8.83,"long haul",yes,no,no
1,RoundTrip,37,6,14:00,Thu,8.83,"long haul",no,yes,no
2,RoundTrip,24,6,6:00,Thu,8.83,"long haul",yes,yes,yes
1,RoundTrip,15,6,12:00,Tue,8.83,"long haul",no,no,no
1,RoundTrip,4,6,0:00,Sat,8.83,"long haul",no,yes,no
2,RoundTrip,55,6,1:00,Mon,8.83,"long haul",no,no,no
1,RoundTrip,34,6,12:00,Tue,8.83,"long haul",yes,yes,yes
1,RoundTrip,24,6,5:00,Wed,8.83,"long haul",no,yes,no
1,RoundTrip,103,6,15:00,Tue,8.83,"long haul",no,no,no
9,RoundTrip,26,6,5:00,Wed,6.62,"short to medium haul",yes,no,no
1,RoundTrip,105,6,16:00,Wed,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,208,6,13:00,Sun,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,220,6,3:00,Mon,6.62,"short to medium haul",no,no,no
2,RoundTrip,344,6,14:00,Mon,6.62,"short to medium haul",yes,no,yes
2,RoundTrip,36,6,2:00,Sun,6.62,"short to medium haul",yes,no,no
2,RoundTrip,424,6,6:00,Wed,6.62,"short to medium haul",no,no,yes
3,RoundTrip,54,6,15:00,Mon,6.62,"short to medium haul",yes,yes,yes
3,RoundTrip,59,6,15:00,Fri,6.62,"short to medium haul",yes,yes,yes
3,RoundTrip,280,6,12:00,Tue,6.62,"short to medium haul",yes,no,no
5,RoundTrip,48,6,14:00,Fri,6.62,"short to medium haul",no,yes,no
1,RoundTrip,131,6,12:00,Mon,6.62,"short to medium haul",yes,no,yes
1,RoundTrip,10,6,14:00,Sat,6.62,"short to medium haul",no,no,no
3,RoundTrip,39,6,15:00,Thu,6.62,"short to medium haul",yes,no,no
2,RoundTrip,423,6,15:00,Fri,6.62,"short to medium haul",no,no,no
4,RoundTrip,336,6,14:00,Sun,6.62,"short to medium haul",yes,no,no
1,RoundTrip,20,6,11:00,Mon,6.62,"short to medium haul",yes,no,no
1,RoundTrip,172,6,9:00,Mon,6.62,"short to medium haul",yes,no,no
2,RoundTrip,175,6,15:00,Tue,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,28,6,6:00,Wed,6.62,"short to medium haul",yes,no,no
1,RoundTrip,12,6,15:00,Mon,6.62,"short to medium haul",yes,no,no
1,RoundTrip,86,6,11:00,Mon,6.62,"short to medium haul",no,no,no
1,RoundTrip,8,6,1:00,Tue,6.62,"short to medium haul",yes,no,no
2,RoundTrip,248,6,12:00,Sun,6.62,"short to medium haul",yes,no,no
2,RoundTrip,339,6,10:00,Thu,6.62,"short to medium haul",yes,no,no
1,RoundTrip,69,6,9:00,Fri,6.62,"short to medium haul",yes,yes,yes
3,RoundTrip,24,6,16:00,Thu,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,334,6,2:00,Mon,6.62,"short to medium haul",no,no,no
2,RoundTrip,193,6,8:00,Sun,6.62,"short to medium haul",yes,yes,no
3,RoundTrip,22,6,18:00,Sat,6.62,"short to medium haul",yes,no,yes
1,RoundTrip,100,6,16:00,Sun,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,20,6,1:00,Wed,6.62,"short to medium haul",yes,no,no
6,RoundTrip,89,6,6:00,Wed,6.62,"short to medium haul",yes,no,no
2,RoundTrip,20,6,9:00,Thu,6.62,"short to medium haul",yes,yes,no
4,RoundTrip,14,6,7:00,Thu,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,155,6,14:00,Mon,6.62,"short to medium haul",yes,yes,no
3,RoundTrip,20,6,16:00,Fri,6.62,"short to medium haul",yes,no,no
2,RoundTrip,16,6,8:00,Fri,6.62,"short to medium haul",no,yes,no
1,RoundTrip,20,6,8:00,Thu,6.62,"short to medium haul",yes,no,yes
4,RoundTrip,135,6,10:00,Wed,6.62,"short to medium haul",yes,no,no
3,RoundTrip,20,6,7:00,Sun,6.62,"short to medium haul",no,no,no
1,RoundTrip,115,6,15:00,Sun,6.62,"short to medium haul",no,no,no
2,RoundTrip,1,6,12:00,Tue,6.62,"short to medium haul",no,no,yes
2,RoundTrip,27,6,5:00,Fri,6.62,"short to medium haul",yes,no,no
1,RoundTrip,20,6,16:00,Mon,6.62,"short to medium haul",yes,no,no
2,RoundTrip,176,6,14:00,Mon,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,3,6,13:00,Sat,6.62,"short to medium haul",no,yes,no
1,RoundTrip,107,6,14:00,Tue,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,8,6,9:00,Mon,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,126,6,16:00,Mon,6.62,"short to medium haul",no,yes,no
1,RoundTrip,86,6,11:00,Mon,6.62,"short to medium haul",no,no,no
2,RoundTrip,11,6,13:00,Sat,6.62,"short to medium haul",yes,no,no
8,RoundTrip,19,6,1:00,Wed,6.62,"short to medium haul",yes,no,no
2,RoundTrip,322,6,13:00,Thu,6.62,"short to medium haul",yes,no,yes
3,RoundTrip,138,6,20:00,Fri,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,143,6,12:00,Fri,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,18,6,13:00,Fri,6.62,"short to medium haul",yes,no,no
3,RoundTrip,50,6,12:00,Wed,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,7,6,5:00,Fri,6.62,"short to medium haul",no,no,no
2,RoundTrip,20,6,6:00,Mon,6.62,"short to medium haul",yes,no,no
3,RoundTrip,55,6,15:00,Mon,6.62,"short to medium haul",yes,yes,yes
4,RoundTrip,14,6,13:00,Sun,6.62,"short to medium haul",no,no,no
2,RoundTrip,162,6,13:00,Sat,6.62,"short to medium haul",no,no,no
1,RoundTrip,18,6,0:00,Thu,6.62,"short to medium haul",no,no,no
1,RoundTrip,39,6,13:00,Sun,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,89,6,5:00,Mon,6.62,"short to medium haul",yes,no,no
1,RoundTrip,23,6,12:00,Mon,6.62,"short to medium haul",yes,yes,no
8,RoundTrip,286,6,11:00,Mon,6.62,"short to medium haul",yes,yes,no
3,RoundTrip,256,6,15:00,Tue,6.62,"short to medium haul",yes,no,no
1,RoundTrip,171,6,5:00,Sat,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,426,6,13:00,Sun,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,14,6,13:00,Sun,6.62,"short to medium haul",yes,no,no
1,RoundTrip,286,6,20:00,Sun,6.62,"short to medium haul",yes,yes,no
2,RoundTrip,73,6,4:00,Fri,6.62,"short to medium haul",no,no,no
2,RoundTrip,3,6,8:00,Tue,6.62,"short to medium haul",yes,no,no
1,RoundTrip,32,6,10:00,Wed,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,21,6,2:00,Fri,6.62,"short to medium haul",no,no,no
1,RoundTrip,14,6,10:00,Mon,6.62,"short to medium haul",no,yes,yes
1,RoundTrip,258,6,10:00,Tue,6.62,"short to medium haul",yes,no,yes
1,RoundTrip,17,6,0:00,Wed,6.62,"short to medium haul",yes,no,no
2,RoundTrip,32,6,17:00,Sat,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,8,6,5:00,Mon,6.62,"short to medium haul",yes,no,no
1,RoundTrip,99,6,1:00,Wed,6.62,"short to medium haul",no,no,no
1,RoundTrip,418,6,0:00,Mon,6.62,"short to medium haul",no,no,no
2,RoundTrip,49,6,5:00,Tue,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,75,6,3:00,Tue,6.62,"short to medium haul",yes,yes,no
4,RoundTrip,407,6,6:00,Sat,6.62,"short to medium haul",no,no,no
1,RoundTrip,56,6,11:00,Sun,6.62,"short to medium haul",yes,no,no
1,RoundTrip,19,6,7:00,Fri,6.62,"short to medium haul",no,no,no
1,RoundTrip,229,6,12:00,Sun,6.62,"short to medium haul",yes,no,no
1,RoundTrip,258,6,14:00,Tue,6.62,"short to medium haul",yes,no,yes
1,RoundTrip,41,6,4:00,Fri,6.62,"short to medium haul",no,no,no
1,RoundTrip,4,6,10:00,Mon,6.62,"short to medium haul",yes,no,no
3,RoundTrip,121,6,10:00,Tue,6.62,"short to medium haul",yes,yes,no
2,RoundTrip,18,6,11:00,Sat,6.62,"short to medium haul",yes,no,no
1,RoundTrip,114,6,1:00,Mon,6.62,"short to medium haul",no,no,no
2,RoundTrip,301,6,23:00,Mon,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,25,6,18:00,Thu,6.62,"short to medium haul",yes,no,no
1,RoundTrip,41,6,6:00,Fri,6.62,"short to medium haul",no,yes,no
1,RoundTrip,12,6,12:00,Sat,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,54,6,12:00,Mon,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,33,6,11:00,Tue,6.62,"short to medium haul",no,yes,no
1,RoundTrip,32,6,11:00,Wed,6.62,"short to medium haul",no,no,yes
1,RoundTrip,2,6,10:00,Sun,6.62,"short to medium haul",yes,no,no
1,RoundTrip,2,6,4:00,Mon,6.62,"short to medium haul",yes,no,no
2,RoundTrip,80,6,3:00,Sat,6.62,"short to medium haul",yes,no,no
1,RoundTrip,83,6,10:00,Sun,6.62,"short to medium haul",yes,no,no
1,RoundTrip,14,6,11:00,Wed,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,24,6,12:00,Wed,6.62,"short to medium haul",no,yes,no
1,RoundTrip,14,6,6:00,Tue,6.62,"short to medium haul",yes,yes,no
4,RoundTrip,25,6,2:00,Fri,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,67,6,13:00,Thu,6.62,"short to medium haul",no,no,no
1,RoundTrip,49,6,2:00,Tue,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,45,6,7:00,Fri,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,47,6,2:00,Tue,6.62,"short to medium haul",yes,yes,yes
5,RoundTrip,56,6,3:00,Tue,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,269,6,6:00,Mon,6.62,"short to medium haul",no,no,no
9,RoundTrip,56,6,3:00,Tue,6.62,"short to medium haul",yes,yes,no
2,RoundTrip,56,6,3:00,Tue,6.62,"short to medium haul",no,yes,no
3,RoundTrip,48,6,3:00,Mon,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,330,6,19:00,Sun,6.62,"short to medium haul",yes,no,yes
1,RoundTrip,56,6,5:00,Tue,6.62,"short to medium haul",no,yes,no
1,RoundTrip,69,6,15:00,Tue,6.62,"short to medium haul",no,no,no
3,RoundTrip,106,6,13:00,Mon,6.62,"short to medium haul",yes,yes,no
6,RoundTrip,173,6,10:00,Fri,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,172,6,6:00,Sat,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,52,6,11:00,Sat,6.62,"short to medium haul",yes,no,no
2,RoundTrip,12,6,10:00,Tue,6.62,"short to medium haul",yes,no,yes
2,RoundTrip,270,6,13:00,Wed,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,131,6,11:00,Sun,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,69,6,12:00,Sat,6.62,"short to medium haul",no,yes,no
1,RoundTrip,22,6,0:00,Fri,6.62,"short to medium haul",yes,no,no
1,RoundTrip,24,6,15:00,Mon,6.62,"short to medium haul",yes,no,no
1,RoundTrip,16,6,14:00,Thu,6.62,"short to medium haul",no,yes,no
1,RoundTrip,53,6,12:00,Sun,6.62,"short to medium haul",yes,no,no
1,RoundTrip,37,6,11:00,Tue,6.62,"short to medium haul",no,no,no
1,RoundTrip,31,6,13:00,Sun,6.62,"short to medium haul",no,no,yes
2,RoundTrip,37,6,14:00,Sun,6.62,"short to medium haul",yes,no,no
1,RoundTrip,39,6,6:00,Tue,6.62,"short to medium haul",no,no,no
1,RoundTrip,25,6,7:00,Sun,6.62,"short to medium haul",yes,no,no
1,RoundTrip,13,6,10:00,Sun,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,154,6,14:00,Tue,6.62,"short to medium haul",no,no,yes
2,RoundTrip,30,6,21:00,Thu,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,241,6,12:00,Fri,6.62,"short to medium haul",yes,no,no
1,RoundTrip,8,6,15:00,Fri,6.62,"short to medium haul",yes,no,no
4,RoundTrip,70,6,15:00,Mon,6.62,"short to medium haul",no,yes,no
2,RoundTrip,120,6,5:00,Wed,6.62,"short to medium haul",yes,no,no
1,RoundTrip,213,6,3:00,Sat,6.62,"short to medium haul",yes,no,no
2,RoundTrip,37,6,14:00,Tue,6.62,"short to medium haul",no,no,no
1,RoundTrip,34,6,5:00,Fri,6.62,"short to medium haul",yes,no,no
2,RoundTrip,89,6,14:00,Mon,6.62,"short to medium haul",no,yes,no
2,RoundTrip,121,6,12:00,Fri,6.62,"short to medium haul",yes,no,no
2,RoundTrip,35,6,7:00,Fri,6.62,"short to medium haul",yes,no,no
2,RoundTrip,82,6,10:00,Mon,6.62,"short to medium haul",yes,no,no
2,RoundTrip,69,6,15:00,Sun,6.62,"short to medium haul",yes,no,no
1,RoundTrip,73,6,6:00,Thu,6.62,"short to medium haul",no,no,no
3,RoundTrip,86,6,8:00,Mon,6.62,"short to medium haul",no,no,no
5,RoundTrip,60,6,11:00,Sun,6.62,"short to medium haul",yes,no,no
2,RoundTrip,40,6,17:00,Thu,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,38,6,8:00,Sat,6.62,"short to medium haul",yes,no,no
2,RoundTrip,175,6,1:00,Thu,6.62,"short to medium haul",yes,no,no
2,RoundTrip,16,6,17:00,Fri,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,145,6,9:00,Tue,6.62,"short to medium haul",no,no,no
1,RoundTrip,40,6,12:00,Fri,6.62,"short to medium haul",no,no,no
3,RoundTrip,61,6,16:00,Sat,6.62,"short to medium haul",no,no,no
3,RoundTrip,93,6,11:00,Sun,6.62,"short to medium haul",yes,no,no
3,RoundTrip,74,6,7:00,Thu,6.62,"short to medium haul",yes,yes,no
2,RoundTrip,9,6,12:00,Tue,6.62,"short to medium haul",no,no,no
1,RoundTrip,87,6,23:00,Mon,6.62,"short to medium haul",no,no,no
1,RoundTrip,136,6,13:00,Fri,6.62,"short to medium haul",yes,no,no
1,RoundTrip,69,6,5:00,Sat,6.62,"short to medium haul",no,no,yes
1,RoundTrip,57,6,7:00,Tue,6.62,"short to medium haul",yes,no,no
1,RoundTrip,238,6,9:00,Wed,6.62,"short to medium haul",yes,no,no
2,RoundTrip,38,6,8:00,Sat,6.62,"short to medium haul",yes,no,no
3,RoundTrip,6,6,13:00,Thu,6.62,"short to medium haul",yes,no,no
1,RoundTrip,43,6,0:00,Thu,6.62,"short to medium haul",no,no,no
2,RoundTrip,68,6,12:00,Sun,6.62,"short to medium haul",yes,no,no
2,RoundTrip,31,6,10:00,Sat,6.62,"short to medium haul",yes,no,no
1,RoundTrip,63,6,19:00,Fri,6.62,"short to medium haul",no,no,no
1,RoundTrip,49,6,4:00,Tue,6.62,"short to medium haul",yes,no,no
3,RoundTrip,61,6,15:00,Mon,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,200,6,15:00,Sat,6.62,"short to medium haul",yes,no,yes
1,RoundTrip,14,6,9:00,Sun,6.62,"short to medium haul",no,no,no
1,RoundTrip,181,6,15:00,Sun,6.62,"short to medium haul",no,no,no
1,RoundTrip,119,6,14:00,Mon,6.62,"short to medium haul",no,no,no
4,RoundTrip,195,6,16:00,Wed,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,63,6,15:00,Wed,6.62,"short to medium haul",yes,no,no
1,RoundTrip,72,6,5:00,Sun,6.62,"short to medium haul",yes,yes,no
3,RoundTrip,352,6,2:00,Thu,6.62,"short to medium haul",yes,no,no
3,RoundTrip,50,6,15:00,Fri,6.62,"short to medium haul",no,no,no
2,RoundTrip,29,6,6:00,Mon,6.62,"short to medium haul",yes,no,no
2,RoundTrip,107,6,7:00,Tue,6.62,"short to medium haul",yes,yes,yes
1,OneWay,43,6,16:00,Mon,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,12,6,18:00,Tue,6.62,"short to medium haul",yes,no,no
1,RoundTrip,107,6,11:00,Wed,6.62,"short to medium haul",yes,yes,no
2,RoundTrip,178,6,16:00,Sat,6.62,"short to medium haul",no,yes,no
1,RoundTrip,53,6,13:00,Tue,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,8,6,18:00,Sun,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,144,6,3:00,Wed,6.62,"short to medium haul",no,no,no
2,RoundTrip,72,6,9:00,Tue,6.62,"short to medium haul",no,no,yes
2,RoundTrip,42,6,14:00,Tue,6.62,"short to medium haul",yes,no,no
2,RoundTrip,109,6,6:00,Mon,6.62,"short to medium haul",yes,no,no
2,RoundTrip,34,6,7:00,Wed,6.62,"short to medium haul",yes,no,no
2,RoundTrip,143,6,6:00,Fri,6.62,"short to medium haul",yes,no,no
1,RoundTrip,79,6,14:00,Thu,6.62,"short to medium haul",no,no,no
2,RoundTrip,70,6,10:00,Tue,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,28,6,20:00,Fri,6.62,"short to medium haul",yes,no,no
2,RoundTrip,256,6,16:00,Mon,6.62,"short to medium haul",no,yes,yes
1,RoundTrip,18,6,13:00,Tue,6.62,"short to medium haul",yes,no,no
3,RoundTrip,84,6,10:00,Wed,6.62,"short to medium haul",yes,no,no
2,RoundTrip,91,6,9:00,Sun,6.62,"short to medium haul",yes,yes,yes
3,RoundTrip,34,6,15:00,Thu,6.62,"short to medium haul",no,no,no
1,RoundTrip,161,6,15:00,Wed,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,84,6,11:00,Sun,6.62,"short to medium haul",yes,no,no
2,RoundTrip,142,6,11:00,Mon,6.62,"short to medium haul",yes,no,no
1,RoundTrip,63,6,5:00,Mon,6.62,"short to medium haul",no,yes,no
2,RoundTrip,70,6,15:00,Mon,6.62,"short to medium haul",no,yes,no
1,RoundTrip,23,6,12:00,Sun,6.62,"short to medium haul",no,no,no
1,RoundTrip,55,6,10:00,Wed,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,37,6,17:00,Sun,6.62,"short to medium haul",yes,no,no
2,RoundTrip,110,6,13:00,Thu,6.62,"short to medium haul",yes,no,no
1,RoundTrip,59,6,2:00,Sun,6.62,"short to medium haul",yes,yes,yes
3,RoundTrip,61,6,11:00,Fri,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,36,6,13:00,Tue,6.62,"short to medium haul",no,no,no
1,RoundTrip,31,6,5:00,Wed,6.62,"short to medium haul",no,no,no
2,RoundTrip,60,6,7:00,Fri,6.62,"short to medium haul",no,no,no
1,RoundTrip,9,6,16:00,Tue,6.62,"short to medium haul",no,yes,no
1,RoundTrip,138,6,11:00,Thu,6.62,"short to medium haul",no,no,no
1,RoundTrip,27,6,2:00,Thu,6.62,"short to medium haul",no,yes,no
1,RoundTrip,10,6,16:00,Wed,6.62,"short to medium haul",no,no,no
1,RoundTrip,29,6,5:00,Mon,6.62,"short to medium haul",yes,yes,no
3,RoundTrip,144,6,4:00,Mon,6.62,"short to medium haul",yes,no,no
2,RoundTrip,108,6,4:00,Mon,6.62,"short to medium haul",yes,no,yes
1,RoundTrip,26,6,8:00,Mon,6.62,"short to medium haul",yes,no,no
1,RoundTrip,56,6,5:00,Wed,6.62,"short to medium haul",yes,no,no
1,RoundTrip,71,6,7:00,Tue,6.62,"short to medium haul",no,no,no
1,RoundTrip,16,6,12:00,Fri,6.62,"short to medium haul",no,yes,no
1,RoundTrip,18,6,9:00,Fri,6.62,"short to medium haul",no,no,no
2,RoundTrip,53,6,6:00,Sat,6.62,"short to medium haul",yes,no,no
1,RoundTrip,138,6,9:00,Thu,6.62,"short to medium haul",no,yes,yes
1,RoundTrip,15,6,15:00,Thu,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,67,6,14:00,Fri,6.62,"short to medium haul",no,no,no
1,RoundTrip,85,6,12:00,Tue,6.62,"short to medium haul",yes,yes,no
4,RoundTrip,54,6,13:00,Wed,6.62,"short to medium haul",yes,yes,yes
1,RoundTrip,7,6,7:00,Sat,6.62,"short to medium haul",yes,no,no
2,RoundTrip,84,6,6:00,Sun,6.62,"short to medium haul",yes,no,no
2,RoundTrip,71,6,1:00,Thu,6.62,"short to medium haul",yes,no,no
2,RoundTrip,88,6,10:00,Mon,6.62,"short to medium haul",yes,no,no
2,RoundTrip,26,6,15:00,Sat,6.62,"short to medium haul",yes,no,yes
2,RoundTrip,16,6,15:00,Mon,6.62,"short to medium haul",yes,no,yes
1,RoundTrip,175,6,13:00,Wed,6.62,"short to medium haul",yes,no,no
1,RoundTrip,5,6,3:00,Wed,6.62,"short to medium haul",no,no,no
2,RoundTrip,148,6,1:00,Wed,6.62,"short to medium haul",no,no,yes
1,RoundTrip,17,6,7:00,Mon,6.62,"short to medium haul",no,yes,no
1,RoundTrip,367,6,18:00,Sun,6.62,"short to medium haul",yes,no,yes
2,RoundTrip,41,6,14:00,Thu,6.62,"short to medium haul",yes,no,yes
3,RoundTrip,63,6,12:00,Thu,6.62,"short to medium haul",yes,no,no
4,RoundTrip,28,6,2:00,Wed,6.62,"short to medium haul",yes,no,no
1,RoundTrip,17,6,12:00,Thu,6.62,"short to medium haul",yes,no,no
1,RoundTrip,96,6,9:00,Sun,6.62,"short to medium haul",no,no,no
2,RoundTrip,68,6,17:00,Mon,6.62,"short to medium haul",no,no,no
2,RoundTrip,123,6,11:00,Sun,6.62,"short to medium haul",yes,no,no
1,RoundTrip,7,6,3:00,Thu,6.62,"short to medium haul",no,no,no
2,RoundTrip,10,6,12:00,Tue,6.62,"short to medium haul",yes,no,no
2,RoundTrip,61,6,3:00,Sun,6.62,"short to medium haul",yes,no,no
2,RoundTrip,1,6,5:00,Sat,6.62,"short to medium haul",no,no,no
1,RoundTrip,136,6,10:00,Tue,6.62,"short to medium haul",yes,yes,yes
4,RoundTrip,328,6,6:00,Wed,6.62,"short to medium haul",no,no,no
6,RoundTrip,47,6,14:00,Sun,6.62,"short to medium haul",yes,no,no
1,RoundTrip,19,6,10:00,Tue,6.62,"short to medium haul",yes,yes,no
7,RoundTrip,58,6,2:00,Tue,6.62,"short to medium haul",yes,yes,no
1,RoundTrip,54,6,6:00,Mon,6.62,"short to medium haul",no,no,no
1,RoundTrip,320,6,6:00,Fri,6.62,"short to medium haul",yes,no,no
1,RoundTrip,67,6,11:00,Thu,6.62,"short to medium haul",yes,no,yes
1,RoundTrip,196,6,10:00,Mon,6.62,"short to medium haul",yes,no,no
6,RoundTrip,159,6,14:00,Tue,6.62,"short to medium haul",yes,yes,yes
2,RoundTrip,296,6,22:00,Sat,6.62,"short to medium haul",no,no,no
1,RoundTrip,37,6,9:00,Tue,6.62,"short to medium haul",no,no,no
4,RoundTrip,59,6,7:00,Mon,6.62,"short to medium haul",yes,no,no
